"OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"USGS-CO","USGS Colorado Water Science Center","USGS-391146107570501","BERTHOLD UPDYKE LANDON DITCH AT RD ME NR COLLBRAN","Stream: Ditch","",14010005,NA,"",NA,"",39.1960889,-107.9512667,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",6770,"feet",40,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391147108472501","UNNAMED TRIBUTARY TO REED WASH NR 14 AND M RDS","Stream","",14010005,NA,"",NA,"",39.1963694,-108.790935,24000,1,"seconds","Interpolated from MAP.","NAD83",4480,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391149108434201","EAST BRANCH, BIG SALT WASH AT 17 1/2 ROAD","Stream","",14010005,NA,"",NA,"",39.1969247,-108.7289883,24000,1,"seconds","Interpolated from MAP.","NAD83",4560,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391150107550201","GROVE CREEK AT RD ME NR COLLBRAN, CO","Stream","",14010005,NA,"",NA,"",39.1971472,-107.9171194,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",6735,"feet",40,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391150107554801","LITTLE CK AT RD ME NR COLLBRAN, CO","Stream","",14010005,NA,"",NA,"",39.197275,-107.9300472,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",6650,"feet",40,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391151107551601","NEGRO CK AT RD ME NR COLLBRAN, CO","Stream","",14010005,NA,"",NA,"",39.1973639,-107.9210306,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",6720,"feet",40,"feet","Interpolated from Digital Elevation Model","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391155107483401","PARK CK AT RD 66.6 NR VEGA RESERVOIR NR COLLBRAN","Stream","",14010005,NA,"",NA,"",39.1986111,-107.8094444,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",8355,"feet",40,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391159107560201","GROVE CK AT RD 59.5 NR COLLBRAN, CO","Stream","",14010005,NA,"",NA,"",39.1997417,-107.9338444,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",6570,"feet",40,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391207107560201","ANDERSON GULCH AT RD 59.5 NR COLLBRAN, CO","Stream","",14010005,NA,"",NA,"",39.2020806,-107.9337556,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",6600,"feet",40,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391218107581201","BIG CK AT RD ME 0.75 NR PLATEAU CITY, CO","Stream","",14010005,NA,"",NA,"",39.2050167,-107.9698861,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",6460,"feet",40,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391226108021701","PLATEAU CK BLW LITTLE ANDERSON GULCH NR MOLINA, CO","Stream","",14010005,NA,"",NA,"",39.2072083,-108.0381278,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",5550,"feet",40,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391234107520601","SALT CK NR SOUTH SIDE DITCH AT RD 60.5 NR COLLBRAN","Stream: Ditch","",14010005,NA,"",NA,"",39.2095583,-107.8682028,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",7180,"feet",40,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391246108434401","BIG SALT WASH AT 17 1/2 ROAD","Stream","",14010005,NA,"",NA,"",39.2127578,-108.7295439,24000,1,"seconds","Interpolated from MAP.","NAD83",4600,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391249108393201","LITTLE SALT WASH 1/4 MILE ABOVE GOV.HIGH.CANAL","Stream","",14010005,NA,"",NA,"",39.2135911,-108.6595416,24000,1,"seconds","Interpolated from MAP.","NAD83",4760,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391252108015801","LITTLE ANDERSON GULCH AT HWY 330 NR MOLINA, CO","Stream","",14010005,NA,"",NA,"",39.214325,-108.0328944,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",5605,"feet",40,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391308107562901","MUDDY GULCH AT SCOTT RD NR COLLBRAN, CO","Stream","",14010005,NA,"",NA,"",39.2188639,-107.9412722,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",6335,"feet",40,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391323108011401","DEACON GULCH AT MOUTH NR PLATEAU CITY, CO","Stream","",14010005,NA,"",NA,"",39.2231639,-108.0205167,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",5655,"feet",40,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391328107484201","PLATEAU CK BLW VEGA RESERVOIR NR COLLBRAN, CO","Stream","",14010005,NA,"",NA,"",39.2243167,-107.8116083,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",7950,"feet",40,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391328107484901","SOUTH SIDE DITCH OUTFLOW AT VEGA NR COLLBRAN, CO","Stream: Ditch","",14010005,NA,"",NA,"",39.2245194,-107.8135361,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",7900,"feet",40,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391328108011301","PLATEAU CK ABV DEACON GULCH NR PLATEAU CITY, CO","Stream","",14010005,NA,"",NA,"",39.2243861,-108.0201861,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",5665,"feet",40,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391331108532201","MACK WASH AT MOUTH","Stream","",14010005,NA,"",NA,"",39.2252582,-108.8901055,24000,1,"seconds","Interpolated from MAP.","NAD83",4470,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391335108484301","REED WASH AT 13 RD","Stream","",14010005,NA,"",NA,"",39.226369,-108.8126025,24000,1,"seconds","Interpolated from MAP.","NAD83",4540,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391339108473701","PECK AND BEEDE WASH (TO REED WASH) AT 14 RD","Stream","",14010005,NA,"",NA,"",39.2274801,-108.7942685,24000,1,"seconds","Interpolated from MAP.","NAD83",4560,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391344108003701","BIG CK AT HWY 330 NR PLATEAU CITY, CO","Stream","",14010005,NA,"",NA,"",39.2290028,-108.0103139,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",5420,"feet",40,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391348108504201","INFLOW INTO REID POND, NEAR MACK","Stream","",14010005,NA,"",NA,"",39.2299802,-108.8456593,24000,1,"seconds","Interpolated from MAP.","NAD83",4580,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391403108534701","WEST SALT CREEK NEAR MOUTH","Stream","",14010005,NA,"",NA,"",39.234147,-108.8970502,24000,1,"seconds","Interpolated from MAP.","NAD83",4480,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391409108534201","EAST SALT CREEK AT HIGHWAY 6 AND 50","Stream","",14010005,NA,"",NA,"",39.2358136,-108.8956613,24000,1,"seconds","Interpolated from MAP.","NAD83",4490,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391414107574301","GROVE CK AT RD 58.5 AT COLLBRAN, CO","Stream","",14010005,NA,"",NA,"",39.2372472,-107.9620583,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",6000,"feet",40,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391427107574001","PLATEAU CK ABV BUZZARD CK AT HWY 330 AT COLLBRAN","Stream","",14010005,NA,"",NA,"",39.2408528,-107.9609889,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",6000,"feet",40,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391427107582201","KIMBALL CREEK NEAR COLLBRAN, CO","Stream","",14010005,NA,"",NA,"",39.240812,-107.9734035,NA,1,"minutes","Interpolated from MAP.","NAD83",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391429107574901","BUZZARD CK AT MOUTH AT COLLBRAN, CO","Stream","",14010005,NA,"",NA,"",39.2414722,-107.9635306,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",5955,"feet",40,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391503108494601","UPPER REED WASH NR 12 AND Q ROADS","Stream","",14010005,1,"sq mi",NA,"",39.2508132,-108.8301032,24000,1,"seconds","Interpolated from MAP.","NAD83",4638,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391504108504801","WETLAND SITE IN MACK WASH, NEAR Q ROAD","Stream","",14010005,NA,"",NA,"",39.251091,-108.8473261,24000,1,"seconds","Interpolated from MAP.","NAD83",4590,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391507107550601","SALT CREEK NEAR COLLBRAN, CO","Stream","",14010005,NA,"",NA,"",39.2519233,-107.9189568,NA,1,"minutes","Interpolated from MAP.","NAD83",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391509108433001","BIG SALT WASH AT GOVT.HIGHLINE CANAL","Stream","",14010005,NA,"",NA,"",39.2524796,-108.7256549,24000,1,"seconds","Interpolated from MAP.","NAD83",4720,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391513107551801","PLATEAU CR ABV SALT CK AT RD 60.5 NR COLLBRAN, CO","Stream","",14010005,NA,"",NA,"",39.2536111,-107.9217139,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",6305,"feet",40,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391607108153500","SULPHUR GULCH AT MOUTH, NR DEBEQUE, CO","Stream","",14010005,NA,"",NA,"",39.2685905,-108.2603612,24000,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",4860,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391610107482201","BUZZARD CK AT HWY 330 AT HEIBERGER NR COLLBRAN, CO","Stream","",14010005,NA,"",NA,"",39.2694917,-107.8062167,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",7065,"feet",40,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391646108572301","WEST SALT CREEK NEAR S ROAD","Stream","",14010005,NA,"",NA,"",39.2794241,-108.9570523,24000,1,"seconds","Interpolated from MAP.","NAD83",4620,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391720108132901","LWR BLUESTONE DITCH AT I-70 FRONTAGE RD NR DEBEQUE","Stream: Ditch","",14010005,NA,"",NA,"",39.2891111,-108.2249167,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",4900,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391741108131801","UNNAMED CO R. TRIB NR T-ROAD NR DEBEQUE, CO","Stream","",14010005,NA,"",NA,"",39.2947222,-108.2217778,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",4895,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391810108135001","SECONDARY CHANNEL OF THE COLORADO RIVER NR DEBEQUE","Stream","",14010005,NA,"",NA,"",39.3027778,-108.2306389,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",4890,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391821108125101","UNNAMED CO R. TRIB NR 45-ROAD NR DEBEQUE, CO","Stream","",14010005,NA,"",NA,"",39.306,-108.21425,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",4911,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391827108130101","UNNAMED CO R. TRIB NR I70 NR DEBEQUE, CO","Stream","",14010005,NA,"",NA,"",39.3075556,-108.2170278,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",4900,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391827108133001","DRAIN DITCH BELOW LARKIN CANAL NEAR I70","Stream: Ditch","",14010005,NA,"",NA,"",39.3077222,-108.2252222,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",4890,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391829108125501","LARKIN DITCH AT I-70 NR DEBEQUE, CO","Stream: Ditch","",14010005,NA,"",NA,"",39.3081111,-108.2153889,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",4910,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391849108510301","EAST SALT CREEK BELOW CAMP GULCH (AB.GH CANAL)","Stream","",14010005,NA,"",NA,"",39.31359,-108.8514926,24000,1,"seconds","Interpolated from MAP.","NAD83",4730,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391900108125101","LITTLE HORSETHIEF CREEK NR DEBEQUE, CO","Stream","",14010005,NA,"",NA,"",39.3166944,-108.2143889,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",4920,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391944108130201","ROAN CREEK AT MOUTH NR DEBEQUE, CO","Stream","",14010005,NA,"",NA,"",39.329,-108.2173889,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",4910,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-391952108121701","LARKIN DITCH HEADGATE NR DE BEQUE","Stream: Ditch","",14010005,NA,"",NA,"",39.3312778,-108.2049444,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",4920,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-392031108503701","EAST SALT CREEK AT MITCHELL ROAD","Stream","",14010005,NA,"",NA,"",39.3419228,-108.84427,24000,1,"seconds","Interpolated from MAP.","NAD83",4820,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-392042108103201","BLUESTONE VALLEY DITCH @ CNTY RD 318 NR DEBEQUE,CO","Stream: Ditch","",14010005,NA,"",NA,"",39.3451389,-108.1756944,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",4965,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-392555107403001","EAST MAMM CREEK NR HIGHLINE DITCH","Stream","",14010005,NA,"",NA,"",39.432,-107.6750833,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",6240,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-392555107405401","UNNAMED TRIBUTARY TO E. MAMM CR NR HIGHLINE DITCH","Stream","",14010005,NA,"",NA,"",39.432,-107.6818611,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",6290,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-392715107393601","UPPER DRY HOLLOW CREEK NR HIGHLINE DITCH","Stream","",14010005,NA,"",NA,"",39.4541667,-107.6601944,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",6105,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-392752107392601","UPPER DRY HOLLOW CREEK NR MULTA TRINA DITCH","Stream","",14010005,NA,"",NA,"",39.4645556,-107.6572778,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",6015,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-392805107411501","WEST MAMM CREEK NR HUNTER MESA NR SILT, CO","Stream","",14010005,NA,"",NA,"",39.4681944,-107.6875833,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",5820,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-392914107375901","MULTA TRINA DITCH NR DRY HOLLOW","Stream: Ditch","",14010005,NA,"",NA,"",39.48725,-107.63325,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",5970,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-392921107390801","UPPER DRY HOLLOW CREEK NR DRY HOLLOW, CO","Stream","",14010005,NA,"",NA,"",39.4892222,-107.6523889,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",5740,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-392930107391001","UPPER DRY HOLLOW CREEK NEAR RIFLE, CO","Stream","",14010005,NA,"",NA,"",39.4918333,-107.6529722,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",5730,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-392953107392801","TRIBUTARY TO DRY HOLLOW CREEK NR DRY HOLLOW, CO","Stream","",14010005,NA,"",NA,"",39.4982778,-107.6579444,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",5685,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
